fecha,etapa,equipo_izq,goles_izq,equipo_der,goles_der
10-Jun-1970,"1ra Ronda, Grupo 1",URSS,2,El Salvador,0
14-Jun-1970,Cuartos,URSS,0,Uruguay,1
14-Jun-1982,"1ra Ronda, Grupo F",URSS,1,Brasil,2
19-Jun-1982,"1ra Ronda, Grupo F",URSS,3,Nueva Zelanda,0
22-Jun-1982,"1ra Ronda, Grupo F",URSS,2,Escocia,2
01-Jul-1982,"2da Ronda, Grupo 1",URSS,1,Bélgica,0
04-Jul-1982,"2da Ronda, Grupo 1",URSS,0,Polonia,0
02-Jun-1986,"1ra Ronda, Grupo C",URSS,6,Hungría,0
05-Jun-1986,"1ra Ronda, Grupo C",URSS,1,Francia,1
09-Jun-1986,"1ra Ronda, Grupo C",URSS,2,Canadá,0
15-Jun-1986,Octavos,URSS,3,Bélgica,4
09-Jun-1990,"1ra Ronda, Grupo B",URSS,0,Rumania,2
13-Jun-1990,"1ra Ronda, Grupo B",URSS,0,Argentina,2
18-Jun-1990,"1ra Ronda, Grupo B",URSS,4,Camerún,0
20-Jun-1994,"1ra Ronda, Grupo B",Rusia,0,Brasil,2
24-Jun-1994,"1ra Ronda, Grupo B",Rusia,1,Suecia,3
28-Jun-1994,"1ra Ronda, Grupo B",Rusia,6,Camerún,1
05-Jun-2002,"1ra Ronda, Grupo H",Rusia,2,Túnez,0
09-Jun-2002,"1ra Ronda, Grupo H",Rusia,0,Japón,1
14-Jun-2002,"1ra Ronda, Grupo H",Rusia,2,Bélgica,3
17-Jun-2014,"1ra Ronda, Grupo H",Rusia,1,Corea del Sur,1
22-Jun-2014,"1ra Ronda, Grupo H",Rusia,0,Bélgica,1
26-Jun-2014,"1ra Ronda, Grupo H",Rusia,1,Argelia,1
14-Jun-2018,"1ra Ronda, Grupo A",Rusia,5,Arabia Saudita,0
19-Jun-2018,"1ra Ronda, Grupo A",Rusia,3,Egipto,1
25-Jun-2018,"1ra Ronda, Grupo A",Rusia,0,Uruguay,3
01-Jul-2018,Octavos,Rusia,1,España,1
07-Jul-2018,Cuartos,Rusia,2,Croacia,2
31-May-2002,"1ra Ronda, Grupo A",Senegal,1,Francia,0
06-Jun-2002,"1ra Ronda, Grupo A",Senegal,1,Dinamarca,1
11-Jun-2002,"1ra Ronda, Grupo A",Senegal,3,Uruguay,3
16-Jun-2002,Octavos,Senegal,2,Suecia,1
22-Jun-2002,Cuartos,Senegal,0,Turquía,1
19-Jun-2018,"1ra Ronda, Grupo H",Senegal,2,Polonia,1
24-Jun-2018,"1ra Ronda, Grupo H",Senegal,2,Japón,2
28-Jun-2018,"1ra Ronda, Grupo H",Senegal,0,Colombia,1
21-Nov-2022,"1ra Ronda, Grupo A",Senegal,0,Holanda,2
25-Nov-2022,"1ra Ronda, Grupo A",Senegal,3,Catar,1
29-Nov-2022,"1ra Ronda, Grupo A",Senegal,2,Ecuador,1
04-Dec-2022,Octavos,Senegal,0,Inglaterra,3
14-Jul-1930,"1ra Ronda, Grupo 2",Yugoslavia,2,Brasil,1
17-Jul-1930,"1ra Ronda, Grupo 2",Yugoslavia,4,Bolivia,0
27-Jul-1930,Semis,Yugoslavia,1,Uruguay,6
25-Jun-1950,"1ra Ronda, Grupo 1",Yugoslavia,3,Suiza,0
28-Jun-1950,"1ra Ronda, Grupo 1",Yugoslavia,4,México,1
01-Jul-1950,"1ra Ronda, Grupo 1",Yugoslavia,0,Brasil,2
16-Jun-1954,"1ra Ronda, Grupo 1",Yugoslavia,1,Francia,0
19-Jun-1954,"1ra Ronda, Grupo 1",Yugoslavia,1,Brasil,1
27-Jun-1954,Cuartos,Yugoslavia,0,Alemania Occidental,2
08-Jun-1958,"1ra Ronda, Grupo 2",Yugoslavia,1,Escocia,1
11-Jun-1958,"1ra Ronda, Grupo 2",Yugoslavia,3,Francia,2
15-Jun-1958,"1ra Ronda, Grupo 2",Yugoslavia,3,Paraguay,3
19-Jun-1958,Cuartos,Yugoslavia,0,Alemania Occidental,1
31-May-1962,"1ra Ronda, Grupo 1",Yugoslavia,0,URSS,2
02-Jun-1962,"1ra Ronda, Grupo 1",Yugoslavia,3,Uruguay,1
07-Jun-1962,"1ra Ronda, Grupo 1",Yugoslavia,5,Colombia,0
10-Jun-1962,Cuartos,Yugoslavia,1,Alemania Occidental,0
13-Jun-1962,Semis,Yugoslavia,1,Checoslovaquia,3
16-Jun-1962,3er Puesto,Yugoslavia,0,Chile,1
13-Jun-1974,"1ra Ronda, Grupo 2",Yugoslavia,0,Brasil,0
18-Jun-1974,"1ra Ronda, Grupo 2",Yugoslavia,9,Zaire,0
22-Jun-1974,"1ra Ronda, Grupo 2",Yugoslavia,1,Escocia,1
26-Jun-1974,"2da Ronda, Grupo B",Yugoslavia,0,Alemania Occidental,2
30-Jun-1974,"2da Ronda, Grupo B",Yugoslavia,1,Polonia,2
03-Jul-1974,"2da Ronda, Grupo B",Yugoslavia,1,Suecia,2
17-Jun-1982,"1ra Ronda, Grupo E",Yugoslavia,0,Irlanda del Norte,0
20-Jun-1982,"1ra Ronda, Grupo E",Yugoslavia,1,España,2
24-Jun-1982,"1ra Ronda, Grupo E",Yugoslavia,1,Honduras,0
10-Jun-1990,"1ra Ronda, Grupo D",Yugoslavia,1,Alemania Occidental,4
14-Jun-1990,"1ra Ronda, Grupo D",Yugoslavia,1,Colombia,0
19-Jun-1990,"1ra Ronda, Grupo D",Yugoslavia,4,Emiratos Arabes,1
26-Jun-1990,Octavos,Yugoslavia,2,España,1
30-Jun-1990,Cuartos,Yugoslavia,0,Argentina,0
14-Jun-1998,"1ra Ronda, Grupo F",RF de Yugoslavia,1,Irán,0
21-Jun-1998,"1ra Ronda, Grupo F",RF de Yugoslavia,2,Alemania,2
25-Jun-1998,"1ra Ronda, Grupo F",RF de Yugoslavia,1,Estados Unidos,0
29-Jun-1998,Octavos,RF de Yugoslavia,1,Holanda,2
11-Jun-2006,"1ra Ronda, Grupo C",Serbia y Montenegro,0,Holanda,1
16-Jun-2006,"1ra Ronda, Grupo C",Serbia y Montenegro,0,Argentina,6
21-Jun-2006,"1ra Ronda, Grupo C",Serbia y Montenegro,2,Costa de Marfil,3
13-Jun-2010,"1ra Ronda, Grupo D",Serbia,0,Ghana,1
18-Jun-2010,"1ra Ronda, Grupo D",Serbia,1,Alemania,0
23-Jun-2010,"1ra Ronda, Grupo D",Serbia,1,Australia,2
17-Jun-2018,"1ra Ronda, Grupo E",Serbia,1,Costa Rica,0
22-Jun-2018,"1ra Ronda, Grupo E",Serbia,1,Suiza,2
27-Jun-2018,"1ra Ronda, Grupo E",Serbia,0,Brasil,2
24-Nov-2022,"1ra Ronda, Grupo G",Serbia,0,Brasil,2
28-Nov-2022,"1ra Ronda, Grupo G",Serbia,3,Camerún,3
02-Dec-2022,"1ra Ronda, Grupo G",Serbia,2,Suiza,3
12-Jun-1998,"1ra Ronda, Grupo C",Sudáfrica,0,Francia,3
18-Jun-1998,"1ra Ronda, Grupo C",Sudáfrica,1,Dinamarca,1
24-Jun-1998,"1ra Ronda, Grupo C",Sudáfrica,2,Arabia Saudita,2
02-Jun-2002,"1ra Ronda, Grupo B",Sudáfrica,2,Paraguay,2
08-Jun-2002,"1ra Ronda, Grupo B",Sudáfrica,1,Eslovenia,0
12-Jun-2002,"1ra Ronda, Grupo B",Sudáfrica,2,España,3
11-Jun-2010,"1ra Ronda, Grupo A",Sudáfrica,1,México,1
16-Jun-2010,"1ra Ronda, Grupo A",Sudáfrica,0,Uruguay,3
22-Jun-2010,"1ra Ronda, Grupo A",Sudáfrica,2,Francia,1
27-May-1934,Octavos,Suecia,3,Argentina,2
31-May-1934,Cuartos,Suecia,1,Alemania,2
12-Jun-1938,Cuartos,Suecia,8,Cuba,0
16-Jun-1938,Semis,Suecia,1,Hungría,5
19-Jun-1938,3er Puesto,Suecia,2,Brasil,4
25-Jun-1950,"1ra Ronda, Grupo 3",Suecia,3,Italia,2
29-Jun-1950,"1ra Ronda, Grupo 3",Suecia,2,Paraguay,2
09-Jul-1950,Ronda Final,Suecia,1,Brasil,7
13-Jul-1950,Ronda Final,Suecia,2,Uruguay,3
16-Jul-1950,Ronda Final,Suecia,3,España,1
08-Jun-1958,"1ra Ronda, Grupo 3",Suecia,3,México,0
12-Jun-1958,"1ra Ronda, Grupo 3",Suecia,2,Hungría,1
15-Jun-1958,"1ra Ronda, Grupo 3",Suecia,0,Gales,0
19-Jun-1958,Cuartos,Suecia,2,URSS,0
24-Jun-1958,Semis,Suecia,3,Alemania Occidental,1
29-Jun-1958,Final,Suecia,2,Brasil,5
03-Jun-1970,"1ra Ronda, Grupo 2",Suecia,0,Italia,1
07-Jun-1970,"1ra Ronda, Grupo 2",Suecia,1,Israel,1
10-Jun-1970,"1ra Ronda, Grupo 2",Suecia,1,Uruguay,0
15-Jun-1974,"1ra Ronda, Grupo 3",Suecia,0,Bulgaria,0
19-Jun-1974,"1ra Ronda, Grupo 3",Suecia,0,Holanda,0
23-Jun-1974,"1ra Ronda, Grupo 3",Suecia,3,Uruguay,0
26-Jun-1974,"2da Ronda, Grupo B",Suecia,0,Polonia,1
30-Jun-1974,"2da Ronda, Grupo B",Suecia,2,Alemania Occidental,4
03-Jul-1974,"2da Ronda, Grupo B",Suecia,2,Yugoslavia,1
03-Jun-1978,"1ra Ronda, Grupo 3",Suecia,1,Brasil,1
07-Jun-1978,"1ra Ronda, Grupo 3",Suecia,0,Austria,1
11-Jun-1978,"1ra Ronda, Grupo 3",Suecia,0,España,1
10-Jun-1990,"1ra Ronda, Grupo C",Suecia,1,Brasil,2
16-Jun-1990,"1ra Ronda, Grupo C",Suecia,1,Escocia,2
20-Jun-1990,"1ra Ronda, Grupo C",Suecia,1,Costa Rica,2
19-Jun-1994,"1ra Ronda, Grupo B",Suecia,2,Camerún,2
24-Jun-1994,"1ra Ronda, Grupo B",Suecia,3,Rusia,1
28-Jun-1994,"1ra Ronda, Grupo B",Suecia,1,Brasil,1
03-Jul-1994,Octavos,Suecia,3,Arabia Saudita,1
10-Jul-1994,Cuartos,Suecia,2,Rumania,2
13-Jul-1994,Semis,Suecia,0,Brasil,1
16-Jul-1994,3er Puesto,Suecia,4,Bulgaria,0
02-Jun-2002,"1ra Ronda, Grupo F",Suecia,1,Inglaterra,1
07-Jun-2002,"1ra Ronda, Grupo F",Suecia,2,Nigeria,1
12-Jun-2002,"1ra Ronda, Grupo F",Suecia,1,Argentina,1
16-Jun-2002,Octavos,Suecia,1,Senegal,2
10-Jun-2006,"1ra Ronda, Grupo B",Suecia,0,Trinidad y Tobago,0
15-Jun-2006,"1ra Ronda, Grupo B",Suecia,1,Paraguay,0
20-Jun-2006,"1ra Ronda, Grupo B",Suecia,2,Inglaterra,2
24-Jun-2006,Octavos,Suecia,0,Alemania,2
18-Jun-2018,"1ra Ronda, Grupo F",Suecia,1,Corea del Sur,0
23-Jun-2018,"1ra Ronda, Grupo F",Suecia,1,Alemania,2
27-Jun-2018,"1ra Ronda, Grupo F",Suecia,3,México,0
03-Jul-2018,Octavos,Suecia,1,Suiza,0
07-Jul-2018,Cuartos,Suecia,0,Inglaterra,2
27-May-1934,Octavos,Suiza,3,Holanda,2
31-May-1934,Cuartos,Suiza,2,Checoslovaquia,3
04-Jun-1938,Octavos,Suiza,1,Alemania,1
09-Jun-1938,Octavos,Suiza,4,Alemania,2
12-Jun-1938,Cuartos,Suiza,0,Hungría,2
25-Jun-1950,"1ra Ronda, Grupo 1",Suiza,0,Yugoslavia,3
28-Jun-1950,"1ra Ronda, Grupo 1",Suiza,2,Brasil,2
02-Jul-1950,"1ra Ronda, Grupo 1",Suiza,2,México,1
17-Jun-1954,"1ra Ronda, Grupo 4",Suiza,2,Italia,1
20-Jun-1954,"1ra Ronda, Grupo 4",Suiza,0,Inglaterra,2
23-Jun-1954,"1ra Ronda, Grupo 4",Suiza,4,Italia,1
26-Jun-1954,Cuartos,Suiza,5,Austria,7
30-May-1962,"1ra Ronda, Grupo 2",Suiza,1,Chile,3
03-Jun-1962,"1ra Ronda, Grupo 2",Suiza,1,Alemania Occidental,2
07-Jun-1962,"1ra Ronda, Grupo 2",Suiza,0,Italia,3
12-Jul-1966,"1ra Ronda, Grupo 2",Suiza,0,Alemania Occidental,5
15-Jul-1966,"1ra Ronda, Grupo 2",Suiza,1,España,2
19-Jul-1966,"1ra Ronda, Grupo 2",Suiza,0,Argentina,2
18-Jun-1994,"1ra Ronda, Grupo A",Suiza,1,Estados Unidos,1
22-Jun-1994,"1ra Ronda, Grupo A",Suiza,4,Rumania,1
26-Jun-1994,"1ra Ronda, Grupo A",Suiza,0,Colombia,2
02-Jul-1994,Octavos,Suiza,0,España,3
13-Jun-2006,"1ra Ronda, Grupo G",Suiza,0,Francia,0
19-Jun-2006,"1ra Ronda, Grupo G",Suiza,2,Togo,0
23-Jun-2006,"1ra Ronda, Grupo G",Suiza,2,Corea del Sur,0
26-Jun-2006,Octavos,Suiza,0,Ucrania,0
16-Jun-2010,"1ra Ronda, Grupo H",Suiza,1,España,0
21-Jun-2010,"1ra Ronda, Grupo H",Suiza,0,Chile,1
25-Jun-2010,"1ra Ronda, Grupo H",Suiza,0,Honduras,0
15-Jun-2014,"1ra Ronda, Grupo E",Suiza,2,Ecuador,1
20-Jun-2014,"1ra Ronda, Grupo E",Suiza,2,Francia,5
25-Jun-2014,"1ra Ronda, Grupo E",Suiza,3,Honduras,0
01-Jul-2014,Octavos,Suiza,0,Argentina,1
17-Jun-2018,"1ra Ronda, Grupo E",Suiza,1,Brasil,1
22-Jun-2018,"1ra Ronda, Grupo E",Suiza,2,Serbia,1
27-Jun-2018,"1ra Ronda, Grupo E",Suiza,2,Costa Rica,2
03-Jul-2018,Octavos,Suiza,0,Suecia,1
24-Nov-2022,"1ra Ronda, Grupo G",Suiza,1,Camerún,0
28-Nov-2022,"1ra Ronda, Grupo G",Suiza,0,Brasil,1
02-Dec-2022,"1ra Ronda, Grupo G",Suiza,3,Serbia,2
06-Dec-2022,Octavos,Suiza,1,Portugal,6
13-Jun-2006,"1ra Ronda, Grupo G",Togo,1,Corea del Sur,2
19-Jun-2006,"1ra Ronda, Grupo G",Togo,0,Suiza,2
23-Jun-2006,"1ra Ronda, Grupo G",Togo,0,Francia,2
10-Jun-2006,"1ra Ronda, Grupo B",Trinidad y Tobago,0,Suecia,0
15-Jun-2006,"1ra Ronda, Grupo B",Trinidad y Tobago,0,Inglaterra,2
20-Jun-2006,"1ra Ronda, Grupo B",Trinidad y Tobago,0,Paraguay,2
02-Jun-1978,"1ra Ronda, Grupo 2",Túnez,3,México,1
06-Jun-1978,"1ra Ronda, Grupo 2",Túnez,0,Polonia,1
10-Jun-1978,"1ra Ronda, Grupo 2",Túnez,0,Alemania Occidental,0
15-Jun-1998,"1ra Ronda, Grupo G",Túnez,0,Inglaterra,2
22-Jun-1998,"1ra Ronda, Grupo G",Túnez,0,Colombia,1
26-Jun-1998,"1ra Ronda, Grupo G",Túnez,1,Rumania,1
05-Jun-2002,"1ra Ronda, Grupo H",Túnez,0,Rusia,2
10-Jun-2002,"1ra Ronda, Grupo H",Túnez,1,Bélgica,1
14-Jun-2002,"1ra Ronda, Grupo H",Túnez,0,Japón,2
14-Jun-2006,"1ra Ronda, Grupo H",Túnez,2,Arabia Saudita,2
19-Jun-2006,"1ra Ronda, Grupo H",Túnez,1,España,3
23-Jun-2006,"1ra Ronda, Grupo H",Túnez,0,Ucrania,1
18-Jun-2018,"1ra Ronda, Grupo G",Túnez,1,Inglaterra,2
23-Jun-2018,"1ra Ronda, Grupo G",Túnez,2,Bélgica,5
28-Jun-2018,"1ra Ronda, Grupo G",Túnez,2,Panamá,1
22-Nov-2022,"1ra Ronda, Grupo D",Túnez,0,Dinamarca,0
26-Nov-2022,"1ra Ronda, Grupo D",Túnez,0,Australia,1
30-Nov-2022,"1ra Ronda, Grupo D",Túnez,1,Francia,0
17-Jun-1954,"1ra Ronda, Grupo 2",Turquía,1,Alemania Occidental,4
20-Jun-1954,"1ra Ronda, Grupo 2",Turquía,7,Corea del Sur,0
23-Jun-1954,"1ra Ronda, Grupo 2",Turquía,2,Alemania Occidental,7
03-Jun-2002,"1ra Ronda, Grupo C",Turquía,1,Brasil,2
09-Jun-2002,"1ra Ronda, Grupo C",Turquía,1,Costa Rica,1
13-Jun-2002,"1ra Ronda, Grupo C",Turquía,3,China,0
18-Jun-2002,Octavos,Turquía,1,Japón,0
22-Jun-2002,Cuartos,Turquía,1,Senegal,0
26-Jun-2002,Semis,Turquía,0,Brasil,1
29-Jun-2002,3er Puesto,Turquía,3,Corea del Sur,2
14-Jun-2006,"1ra Ronda, Grupo H",Ucrania,0,España,4
19-Jun-2006,"1ra Ronda, Grupo H",Ucrania,4,Arabia Saudita,0
23-Jun-2006,"1ra Ronda, Grupo H",Ucrania,1,Túnez,0
26-Jun-2006,Octavos,Ucrania,0,Suiza,0
30-Jun-2006,Cuartos,Ucrania,0,Italia,3
18-Jul-1930,"1ra Ronda, Grupo 3",Uruguay,1,Perú,0
21-Jul-1930,"1ra Ronda, Grupo 3",Uruguay,4,Rumania,0
27-Jul-1930,Semis,Uruguay,6,Yugoslavia,1
30-Jul-1930,Final,Uruguay,4,Argentina,2
02-Jul-1950,"1ra Ronda, Grupo 4",Uruguay,8,Bolivia,0
09-Jul-1950,Ronda Final,Uruguay,2,España,2
13-Jul-1950,Ronda Final,Uruguay,3,Suecia,2
16-Jul-1950,Ronda Final,Uruguay,2,Brasil,1
16-Jun-1954,"1ra Ronda, Grupo 3",Uruguay,2,Checoslovaquia,0
19-Jun-1954,"1ra Ronda, Grupo 3",Uruguay,7,Escocia,0
26-Jun-1954,Cuartos,Uruguay,4,Inglaterra,2
30-Jun-1954,Semis,Uruguay,2,Hungría,4
03-Jul-1954,3er Puesto,Uruguay,1,Austria,3
30-May-1962,"1ra Ronda, Grupo 1",Uruguay,2,Colombia,1
02-Jun-1962,"1ra Ronda, Grupo 1",Uruguay,1,Yugoslavia,3
06-Jun-1962,"1ra Ronda, Grupo 1",Uruguay,1,URSS,2
11-Jul-1966,"1ra Ronda, Grupo 1",Uruguay,0,Inglaterra,0
15-Jul-1966,"1ra Ronda, Grupo 1",Uruguay,2,Francia,1
19-Jul-1966,"1ra Ronda, Grupo 1",Uruguay,0,México,0
23-Jul-1966,Cuartos,Uruguay,0,Alemania Occidental,4
02-Jun-1970,"1ra Ronda, Grupo 2",Uruguay,2,Israel,0
06-Jun-1970,"1ra Ronda, Grupo 2",Uruguay,0,Italia,0
10-Jun-1970,"1ra Ronda, Grupo 2",Uruguay,0,Suecia,1
14-Jun-1970,Cuartos,Uruguay,1,URSS,0
17-Jun-1970,Semis,Uruguay,1,Brasil,3
20-Jun-1970,3er Puesto,Uruguay,0,Alemania Occidental,1
15-Jun-1974,"1ra Ronda, Grupo 3",Uruguay,0,Holanda,2
19-Jun-1974,"1ra Ronda, Grupo 3",Uruguay,1,Bulgaria,1
23-Jun-1974,"1ra Ronda, Grupo 3",Uruguay,0,Suecia,3
04-Jun-1986,"1ra Ronda, Grupo E",Uruguay,1,Alemania Occidental,1
08-Jun-1986,"1ra Ronda, Grupo E",Uruguay,1,Dinamarca,6
13-Jun-1986,"1ra Ronda, Grupo E",Uruguay,0,Escocia,0
16-Jun-1986,Octavos,Uruguay,0,Argentina,1
13-Jun-1990,"1ra Ronda, Grupo E",Uruguay,0,España,0
17-Jun-1990,"1ra Ronda, Grupo E",Uruguay,1,Bélgica,3
21-Jun-1990,"1ra Ronda, Grupo E",Uruguay,1,Corea del Sur,0
25-Jun-1990,Octavos,Uruguay,0,Italia,2
01-Jun-2002,"1ra Ronda, Grupo A",Uruguay,1,Dinamarca,2
06-Jun-2002,"1ra Ronda, Grupo A",Uruguay,0,Francia,0
11-Jun-2002,"1ra Ronda, Grupo A",Uruguay,3,Senegal,3
11-Jun-2010,"1ra Ronda, Grupo A",Uruguay,0,Francia,0
16-Jun-2010,"1ra Ronda, Grupo A",Uruguay,3,Sudáfrica,0
22-Jun-2010,"1ra Ronda, Grupo A",Uruguay,1,México,0
26-Jun-2010,Octavos,Uruguay,2,Corea del Sur,1
02-Jul-2010,Cuartos,Uruguay,1,Ghana,1
06-Jul-2010,Semis,Uruguay,2,Holanda,3
10-Jul-2010,3er Puesto,Uruguay,2,Alemania,3
14-Jun-2014,"1ra Ronda, Grupo D",Uruguay,1,Costa Rica,3
19-Jun-2014,"1ra Ronda, Grupo D",Uruguay,2,Inglaterra,1
24-Jun-2014,"1ra Ronda, Grupo D",Uruguay,1,Italia,0
28-Jun-2014,Octavos,Uruguay,0,Colombia,2
15-Jun-2018,"1ra Ronda, Grupo A",Uruguay,1,Egipto,0
20-Jun-2018,"1ra Ronda, Grupo A",Uruguay,1,Arabia Saudita,0
25-Jun-2018,"1ra Ronda, Grupo A",Uruguay,3,Rusia,0
30-Jun-2018,Octavos,Uruguay,2,Portugal,1
06-Jul-2018,Cuartos,Uruguay,0,Francia,2
24-Nov-2022,"1ra Ronda, Grupo H",Uruguay,0,Corea del Sur,0
28-Nov-2022,"1ra Ronda, Grupo H",Uruguay,0,Portugal,2
02-Dec-2022,"1ra Ronda, Grupo H",Uruguay,2,Ghana,0
